CustomerID,Gender,AgeGroup,MaritalStatus,Education,Occupation,IncomeLevel,Region,ShoppingFrequency,PreferredChannel,PurchaseCategory
980,Female,18-25,Married,Graduate,Student,Low,Urban,Monthly,Store,Electronics
981,Female,18-25,Married,Graduate,Student,High,Urban,Weekly,Store,Grocery
982,Male,46-55,Single,Postgraduate,Business,Medium,Semiurban,Weekly,Store,HomeDecor
983,Female,36-45,Single,Graduate,Student,High,Urban,Monthly,Online,HomeDecor
984,Female,46-55,Single,Graduate,Business,Medium,Rural,Monthly,Online,Electronics
985,Female,26-35,Single,Postgraduate,Professional,Medium,Semiurban,Monthly,Store,HomeDecor
986,Female,26-35,Single,Postgraduate,Professional,High,Semiurban,Monthly,Online,HomeDecor
987,Male,46-55,Single,Graduate,Student,Medium,Urban,Weekly,Online,Grocery
988,Female,26-35,Single,Graduate,Professional,Medium,Urban,Monthly,Store,Fashion
989,Female,26-35,Single,Graduate,Student,High,Urban,Weekly,Online,HomeDecor
990,Male,46-55,Married,Graduate,Business,Low,Rural,Weekly,Store,Fashion
991,Male,26-35,Married,Graduate,Student,Low,Urban,Weekly,Store,Fashion
992,Male,46-55,Single,Postgraduate,Professional,Medium,Rural,Monthly,Store,Electronics
993,Female,18-25,Single,Graduate,Business,Low,Rural,Weekly,Online,Electronics
994,Female,46-55,Married,Postgraduate,Business,High,Semiurban,Weekly,Store,Fashion
995,Female,18-25,Married,Graduate,Business,Low,Semiurban,Weekly,Online,HomeDecor
996,Male,18-25,Married,Postgraduate,Professional,High,Rural,Monthly,Store,Fashion
997,Male,36-45,Married,Graduate,Professional,Low,Urban,Weekly,Store,Grocery
998,Male,26-35,Married,Graduate,Business,Low,Urban,Weekly,Online,Grocery
999,Male,26-35,Single,Graduate,Professional,Low,Rural,Weekly,Store,Electronics
1000,Male,36-45,Single,Postgraduate,Student,Medium,Semiurban,Monthly,Online,Grocery
