Claim_ID,Age,Annual_Income,Policy_Tenure_Years,Claim_Amount,Number_of_Previous_Claims,Days_to_Report,Policy_Premium,Vehicle_Age,Num_Policy_Changes,Hospitalization_Days,Claim_History,Claim_Type,Incident_Type,Policy_Type,Documentation_Complete,Fraud
CLM042561,64,214193,19.2,60012,0,31,42927,11,0,27,Minor,Health,Theft,Standard,Yes,0
CLM042562,19,73047,5.9,133250,1,39,46234,12,0,2,Minor,Life,Accident,Premium,Yes,0
CLM042563,52,33826,19.6,224129,3,7,42535,15,1,1,Clean,Health,Loss,Standard,Yes,1
CLM042564,59,93617,3.7,249249,0,16,23104,10,0,18,Minor,Life,Medical,Standard,Yes,1
CLM042565,55,100773,13.4,185004,2,26,17467,0,2,26,Clean,Vehicle,Medical,Basic,Yes,0
CLM042566,19,193787,6.2,95515,3,58,30968,16,1,3,Clean,Life,Medical,Basic,Yes,1
CLM042567,69,133173,15.2,223262,1,55,46081,12,0,18,Minor,Travel,Damage,Standard,Yes,1
CLM042568,25,107244,0.5,189021,2,12,12606,2,0,8,Clean,Property,Damage,Basic,Yes,0
CLM042569,55,36675,1.4,265415,1,32,41128,1,1,20,Minor,Property,Damage,Standard,Yes,1
CLM042570,66,171501,16.6,203001,0,59,6399,9,2,30,Clean,Vehicle,Medical,Basic,Yes,1
CLM042571,76,15774,8.6,64384,1,47,9549,14,0,23,Clean,Property,Damage,Standard,No,1
CLM042572,66,201287,9.6,150486,1,58,46087,7,2,2,Frequent,Travel,Accident,Standard,Yes,1
CLM042573,51,77690,13.7,289151,1,4,44233,0,1,0,Frequent,Property,Loss,Basic,No,1
CLM042574,42,134079,3.1,76256,1,25,24777,1,1,29,Frequent,Health,Accident,Premium,Yes,0
CLM042575,37,145271,10.4,15993,0,40,36878,7,3,3,Minor,Health,Theft,Standard,Yes,1
CLM042576,22,79256,3.1,156879,0,51,42014,11,3,30,Frequent,Health,Medical,Standard,Yes,1
CLM042577,19,185908,14.3,111899,2,28,48366,17,2,15,Clean,Vehicle,Theft,Premium,No,1
CLM042578,34,148724,1.7,219147,1,3,17281,17,0,0,Frequent,Health,Loss,Standard,Yes,1
CLM042579,31,178265,13.2,225987,1,42,48326,8,0,15,Clean,Health,Accident,Standard,Yes,1
CLM042580,20,30031,19.0,187623,1,31,14345,16,2,6,Clean,Travel,Loss,Premium,Yes,1
CLM042581,63,45709,11.5,201375,1,18,29058,18,3,3,Minor,Vehicle,Accident,Standard,Yes,1
CLM042582,64,140894,11.3,4874,0,40,1814,5,1,16,Clean,Life,Loss,Basic,Yes,0
CLM042583,27,175129,9.3,127672,0,60,32066,1,1,2,Clean,Property,Loss,Standard,No,0
CLM042584,22,80357,13.0,90875,1,48,29327,1,2,5,Frequent,Life,Theft,Premium,No,1
CLM042585,49,31756,18.2,85401,1,41,45283,13,1,23,Minor,Life,Damage,Premium,Yes,0
CLM042586,30,54128,12.4,214130,0,59,37809,12,0,19,Clean,Life,Damage,Standard,Yes,0
CLM042587,23,206929,0.2,145889,1,15,33283,1,1,17,Minor,Life,Damage,Basic,Yes,0
CLM042588,41,217466,14.0,269217,2,0,43169,13,2,27,Clean,Vehicle,Medical,Premium,Yes,0
CLM042589,75,229439,3.4,299484,0,9,33020,9,1,30,Clean,Travel,Damage,Standard,Yes,0
CLM042590,29,155886,10.2,101254,0,18,36289,17,0,19,Minor,Life,Theft,Standard,Yes,0
CLM042591,24,34358,15.9,234241,2,29,22302,19,0,7,Minor,Health,Medical,Basic,Yes,1
CLM042592,70,208751,4.8,271346,0,43,3675,18,0,7,Clean,Vehicle,Damage,Basic,No,1
CLM042593,26,19763,15.7,41276,1,43,39425,7,0,6,Frequent,Health,Theft,Premium,Yes,0
CLM042594,70,50188,18.6,30755,1,14,11953,10,0,7,Clean,Property,Medical,Basic,Yes,0
CLM042595,70,198650,6.7,298403,1,38,7104,16,0,11,Clean,Vehicle,Accident,Standard,Yes,1
CLM042596,37,167593,3.3,196713,2,21,40896,13,1,20,Clean,Health,Loss,Basic,Yes,1
CLM042597,31,176934,17.0,55938,0,27,16280,16,1,17,Clean,Life,Accident,Premium,Yes,1
CLM042598,63,165096,13.1,245003,1,20,47948,3,0,21,Clean,Health,Damage,Standard,No,1
CLM042599,58,17357,19.6,9647,0,46,47669,17,2,30,Clean,Vehicle,Medical,Basic,No,1
CLM042600,72,108844,4.5,81685,0,1,10898,3,1,8,Clean,Life,Theft,Basic,Yes,0
CLM042601,65,175630,2.8,2509,2,17,10770,1,1,29,Clean,Health,Loss,Standard,Yes,1
CLM042602,76,152422,12.1,5054,1,24,23829,18,2,26,Frequent,Life,Theft,Standard,Yes,0
CLM042603,74,38406,10.5,253367,1,41,33277,6,1,19,Minor,Life,Theft,Standard,Yes,1
CLM042604,74,137443,10.3,273072,2,59,33738,2,0,0,Frequent,Health,Medical,Basic,Yes,1
CLM042605,72,203292,9.6,129227,1,18,5901,4,1,17,Clean,Health,Loss,Standard,Yes,0
CLM042606,26,182551,12.3,186330,1,2,24729,10,0,10,Minor,Travel,Loss,Basic,Yes,1
CLM042607,28,185166,17.2,243840,4,58,19124,19,1,24,Clean,Property,Loss,Standard,Yes,1
CLM042608,20,155352,10.1,168065,1,41,8767,2,1,26,Clean,Property,Medical,Standard,Yes,1
CLM042609,43,15003,16.3,81919,0,44,1053,2,0,25,Clean,Property,Loss,Standard,Yes,0
CLM042610,21,126565,19.5,141549,2,4,27020,16,0,8,Clean,Health,Loss,Standard,Yes,0
CLM042611,62,103431,3.7,284172,3,1,11963,4,1,23,Clean,Property,Accident,Premium,Yes,1
CLM042612,56,126679,3.2,202904,1,49,556,13,2,18,Clean,Vehicle,Loss,Premium,Yes,1
CLM042613,47,125538,3.9,183878,2,2,2803,6,0,12,Clean,Life,Accident,Standard,Yes,0
CLM042614,33,147588,13.2,178384,1,48,2232,6,1,4,Clean,Vehicle,Accident,Standard,Yes,1
CLM042615,59,181712,0.2,6295,1,56,36815,8,1,4,Frequent,Property,Damage,Standard,Yes,1
CLM042616,61,42577,15.2,279727,0,20,28763,10,1,28,Clean,Health,Damage,Basic,No,1
CLM042617,47,209111,3.9,208906,2,58,11432,12,0,17,Minor,Property,Loss,Standard,Yes,1
CLM042618,56,218831,18.5,295019,2,24,46118,13,1,29,Clean,Life,Medical,Standard,Yes,0
CLM042619,43,216241,14.3,121233,0,29,17434,5,1,21,Minor,Health,Medical,Basic,Yes,0
CLM042620,48,138087,14.5,160931,0,50,41162,10,3,7,Frequent,Travel,Loss,Basic,Yes,1
CLM042621,72,183027,15.9,97963,1,60,33534,10,0,1,Clean,Travel,Medical,Standard,Yes,1
CLM042622,49,177424,3.9,268071,0,52,34536,10,0,21,Minor,Travel,Theft,Standard,No,1
CLM042623,69,81150,16.7,239540,1,55,46573,7,3,15,Clean,Property,Damage,Basic,No,1
CLM042624,70,165599,17.0,265352,2,46,22126,7,1,13,Clean,Life,Damage,Standard,Yes,1
CLM042625,25,223849,5.1,59235,2,44,35530,11,2,2,Minor,Life,Medical,Standard,No,1
CLM042626,41,118981,5.6,216923,1,25,6295,4,1,17,Clean,Travel,Accident,Basic,No,1
CLM042627,33,87265,19.3,223460,1,60,1916,13,2,10,Minor,Property,Accident,Standard,Yes,0
CLM042628,51,163865,14.8,12854,1,50,33396,5,0,14,Frequent,Property,Accident,Premium,Yes,0
CLM042629,65,196622,9.4,33155,0,36,4909,13,1,16,Clean,Travel,Medical,Standard,Yes,1
CLM042630,70,24000,1.2,25702,2,38,34719,0,0,6,Clean,Vehicle,Damage,Standard,Yes,0
CLM042631,21,229138,19.9,161615,1,46,12041,4,2,3,Minor,Life,Damage,Premium,No,1
CLM042632,39,177650,5.8,196332,3,60,38323,11,0,9,Frequent,Travel,Accident,Premium,Yes,1
CLM042633,39,121729,15.8,11264,2,60,8678,0,0,26,Clean,Vehicle,Medical,Standard,Yes,1
CLM042634,37,239351,4.3,204154,1,18,26776,1,2,13,Clean,Travel,Accident,Standard,Yes,0
CLM042635,68,166020,19.4,205015,1,60,46853,8,1,25,Clean,Travel,Accident,Basic,Yes,1
CLM042636,29,109893,0.3,7495,4,45,1858,3,1,23,Clean,Travel,Damage,Standard,No,1
CLM042637,72,247417,18.6,42922,4,38,13118,15,2,15,Clean,Property,Loss,Basic,Yes,1
CLM042638,27,23637,8.1,130921,1,54,5589,17,3,23,Clean,Life,Loss,Premium,No,1
CLM042639,37,27148,12.7,191914,0,21,43414,15,1,29,Minor,Vehicle,Theft,Premium,Yes,1
CLM042640,23,49818,8.1,92136,0,27,35721,14,2,9,Minor,Property,Damage,Basic,Yes,0
CLM042641,32,128923,18.8,55994,2,40,37413,6,0,11,Clean,Life,Theft,Standard,Yes,1
CLM042642,43,112477,17.9,225788,1,50,23015,17,0,26,Clean,Health,Damage,Basic,No,0
CLM042643,37,100966,16.8,270936,1,56,9573,7,0,11,Clean,Health,Theft,Standard,Yes,1
CLM042644,21,229577,12.3,6600,0,43,19520,16,2,13,Minor,Life,Medical,Standard,Yes,1
CLM042645,56,246290,11.8,57741,1,20,18870,7,3,19,Frequent,Travel,Theft,Basic,Yes,1
CLM042646,52,33368,9.2,237912,1,32,11266,2,1,27,Minor,Health,Loss,Standard,Yes,1
CLM042647,63,27793,3.5,215805,3,30,6926,8,0,26,Clean,Property,Accident,Standard,Yes,1
CLM042648,29,111045,6.3,132705,0,42,32121,7,1,16,Clean,Travel,Accident,Basic,No,0
CLM042649,38,171449,11.7,237020,1,23,16984,19,0,20,Clean,Life,Damage,Premium,Yes,0
CLM042650,31,203235,16.4,151861,2,38,41889,9,1,4,Frequent,Vehicle,Damage,Standard,Yes,0
CLM042651,33,118702,12.5,121412,2,60,31055,0,0,21,Frequent,Vehicle,Theft,Standard,Yes,1
CLM042652,18,28762,3.1,262903,1,30,21423,0,1,18,Clean,Vehicle,Damage,Standard,Yes,1
CLM042653,32,123080,19.6,178396,0,15,30103,1,2,17,Clean,Vehicle,Theft,Standard,Yes,0
CLM042654,36,221405,17.1,147464,4,28,23004,19,1,10,Clean,Property,Loss,Basic,Yes,1
CLM042655,49,184205,2.7,156041,0,15,22959,16,0,0,Clean,Property,Accident,Standard,Yes,0
CLM042656,36,131778,16.7,154907,1,18,1875,8,2,11,Minor,Travel,Theft,Premium,No,1
CLM042657,37,204156,10.6,72266,1,9,48991,2,0,4,Clean,Travel,Damage,Basic,No,0
CLM042658,35,166172,19.8,109756,2,28,48559,10,0,15,Clean,Health,Medical,Standard,Yes,1
CLM042659,20,80583,19.5,276592,4,24,4357,6,0,28,Clean,Vehicle,Theft,Standard,No,1
CLM042660,21,50582,17.9,56297,1,29,49283,9,0,17,Minor,Vehicle,Theft,Premium,No,1
CLM042661,70,179651,1.9,190361,3,52,23527,13,1,21,Minor,Vehicle,Loss,Basic,Yes,1
CLM042662,28,151338,8.1,170868,2,35,10346,6,1,17,Clean,Health,Loss,Standard,Yes,1
CLM042663,57,119086,7.9,118741,1,33,9519,14,3,20,Minor,Travel,Theft,Premium,Yes,1
CLM042664,64,80131,5.7,105578,1,14,37817,3,2,1,Clean,Property,Damage,Premium,Yes,0
CLM042665,64,127088,6.7,48552,1,43,6730,16,0,18,Clean,Travel,Damage,Basic,Yes,0
CLM042666,54,128778,19.6,218413,0,24,20417,19,0,27,Clean,Life,Medical,Premium,Yes,0
CLM042667,44,209742,2.3,163479,2,2,19112,4,0,12,Clean,Travel,Accident,Basic,Yes,0
CLM042668,35,26100,15.0,149762,0,37,48286,18,1,4,Frequent,Vehicle,Accident,Standard,No,1
CLM042669,22,189446,6.5,197787,1,50,3652,11,0,27,Clean,Property,Medical,Standard,Yes,1
CLM042670,27,62047,1.5,35869,0,17,27250,4,1,26,Clean,Vehicle,Loss,Standard,Yes,0
CLM042671,58,21039,8.9,51916,0,21,29397,15,2,23,Clean,Travel,Loss,Premium,Yes,0
CLM042672,57,224503,7.7,99500,4,9,40243,15,1,17,Frequent,Life,Loss,Basic,Yes,1
CLM042673,25,143250,7.1,277132,0,14,8190,2,2,18,Clean,Health,Loss,Standard,Yes,0
CLM042674,64,71193,1.8,146964,0,17,23374,11,2,9,Minor,Travel,Theft,Premium,Yes,0
CLM042675,30,184113,6.3,110758,0,21,2764,11,1,16,Clean,Vehicle,Theft,Basic,Yes,1
CLM042676,27,201016,18.4,250951,1,6,14112,13,0,17,Minor,Health,Medical,Premium,Yes,1
CLM042677,24,84392,8.2,251209,1,1,9593,0,0,3,Clean,Health,Accident,Basic,No,0
CLM042678,58,115388,15.0,255126,1,29,37028,14,1,21,Minor,Travel,Theft,Basic,Yes,1
CLM042679,69,81940,15.6,146957,1,16,26260,3,0,2,Clean,Life,Damage,Basic,No,0
CLM042680,46,189680,17.9,229796,2,13,3618,8,1,6,Clean,Health,Loss,Premium,Yes,1
CLM042681,38,76941,7.4,259854,0,48,12735,13,0,8,Clean,Property,Accident,Basic,Yes,1
CLM042682,42,38697,11.3,241131,1,35,12185,4,1,23,Clean,Vehicle,Accident,Premium,Yes,1
CLM042683,64,84946,13.8,57141,0,58,41746,1,1,8,Clean,Travel,Damage,Premium,Yes,1
CLM042684,25,169607,11.6,125733,2,20,15261,1,1,10,Minor,Health,Loss,Standard,Yes,1
CLM042685,58,74533,7.2,77371,0,53,31105,4,1,16,Clean,Property,Medical,Basic,Yes,1
CLM042686,53,107359,17.3,244380,3,15,39868,19,1,11,Clean,Vehicle,Accident,Premium,Yes,0
CLM042687,50,139683,9.8,155614,2,16,6576,4,2,1,Minor,Vehicle,Theft,Premium,Yes,1
CLM042688,37,34551,10.0,208568,0,29,26760,18,0,0,Frequent,Vehicle,Medical,Basic,Yes,1
CLM042689,64,104573,9.2,282119,1,53,30556,13,1,6,Clean,Life,Theft,Standard,Yes,0
CLM042690,20,125439,12.0,19465,1,36,19455,5,0,21,Minor,Property,Accident,Standard,Yes,1
CLM042691,77,61946,1.3,207237,3,18,30007,7,0,16,Clean,Health,Theft,Premium,Yes,1
CLM042692,44,49694,6.8,55663,0,34,27286,11,2,9,Clean,Vehicle,Medical,Basic,Yes,0
CLM042693,71,161409,7.5,233228,2,19,5146,1,0,15,Minor,Health,Accident,Basic,No,0
CLM042694,39,26184,4.3,41070,0,37,35587,13,1,25,Frequent,Property,Loss,Standard,Yes,1
CLM042695,18,86127,12.0,259073,2,50,14218,18,0,30,Minor,Health,Theft,Standard,Yes,1
CLM042696,47,86885,3.7,115840,1,49,19461,0,0,20,Clean,Life,Accident,Basic,Yes,0
CLM042697,40,197420,4.4,280122,0,35,24525,12,2,14,Clean,Vehicle,Loss,Standard,Yes,1
CLM042698,58,23894,9.5,168503,3,58,19898,13,1,12,Minor,Vehicle,Accident,Standard,Yes,1
CLM042699,37,137406,3.4,184576,1,8,19297,3,1,10,Clean,Health,Damage,Standard,Yes,0
CLM042700,19,175858,17.0,52613,0,6,43294,8,0,26,Clean,Travel,Accident,Standard,Yes,0
CLM042701,19,48349,5.8,126067,1,40,25511,8,1,25,Clean,Life,Damage,Basic,Yes,1
CLM042702,78,62152,5.3,188669,3,19,28177,16,1,29,Frequent,Vehicle,Loss,Standard,Yes,1
CLM042703,79,103018,8.6,269094,1,53,22045,19,0,3,Clean,Vehicle,Medical,Standard,Yes,1
CLM042704,65,104292,19.4,45810,0,29,38218,18,0,1,Clean,Travel,Medical,Standard,Yes,0
CLM042705,51,211472,14.3,39361,0,41,942,2,1,21,Frequent,Health,Medical,Standard,Yes,0
CLM042706,64,169977,6.0,78649,1,31,42583,1,1,23,Clean,Life,Loss,Premium,Yes,1
CLM042707,42,184959,14.1,91854,1,19,10419,8,1,12,Clean,Property,Medical,Standard,Yes,0
CLM042708,20,188946,10.4,36450,0,26,44058,0,1,7,Clean,Life,Accident,Standard,Yes,0
CLM042709,66,162801,15.4,141566,3,7,31103,2,1,7,Clean,Life,Damage,Standard,Yes,0
CLM042710,33,77013,4.9,45186,1,9,25811,2,2,8,Clean,Vehicle,Theft,Basic,No,0
CLM042711,19,114755,16.8,120965,0,44,8474,11,2,13,Clean,Vehicle,Damage,Standard,Yes,1
CLM042712,35,84898,19.0,48690,2,28,11853,13,0,0,Clean,Health,Accident,Standard,No,0
CLM042713,55,179933,8.4,165575,0,27,43044,1,1,17,Minor,Life,Medical,Basic,No,1
CLM042714,44,138485,17.7,246194,1,3,2180,16,2,7,Clean,Health,Damage,Standard,Yes,1
CLM042715,62,138689,15.2,166012,1,18,12390,8,0,3,Minor,Travel,Theft,Basic,Yes,0
CLM042716,48,45311,15.4,134559,3,14,10163,11,1,18,Clean,Vehicle,Theft,Standard,Yes,1
CLM042717,69,226544,18.8,284943,3,15,1043,11,1,24,Clean,Property,Damage,Basic,Yes,1
CLM042718,67,45531,5.8,264223,2,9,47349,7,0,8,Clean,Travel,Loss,Standard,Yes,0
CLM042719,20,226940,4.2,21844,1,0,5749,17,2,27,Clean,Vehicle,Loss,Basic,No,0
CLM042720,24,163858,12.9,110294,1,49,17475,4,1,11,Clean,Health,Damage,Standard,No,1
CLM042721,57,65036,19.7,52234,4,22,28227,16,1,23,Minor,Health,Damage,Standard,No,1
CLM042722,65,175527,8.7,213480,0,47,37327,10,0,19,Minor,Travel,Theft,Standard,Yes,1
CLM042723,56,219135,11.6,172402,1,9,20188,11,0,3,Clean,Life,Loss,Standard,Yes,0
CLM042724,54,204972,16.1,11518,1,26,30860,13,0,14,Minor,Life,Accident,Premium,Yes,0
CLM042725,66,129733,16.1,146123,1,21,9442,8,1,7,Clean,Vehicle,Accident,Basic,Yes,0
CLM042726,27,197927,16.2,119378,0,16,28314,6,2,7,Minor,Travel,Loss,Standard,No,1
CLM042727,63,153867,3.9,238968,2,10,20761,5,0,25,Minor,Life,Loss,Premium,No,1
CLM042728,28,211437,6.6,144629,2,2,40838,8,0,20,Clean,Vehicle,Theft,Standard,Yes,0
CLM042729,75,143408,12.3,171079,3,30,20371,7,1,20,Minor,Travel,Damage,Premium,Yes,1
CLM042730,75,212936,14.7,160227,1,58,45841,9,3,25,Clean,Travel,Damage,Basic,Yes,1
CLM042731,56,227732,11.8,68397,1,12,49603,14,2,2,Minor,Vehicle,Theft,Standard,Yes,0
CLM042732,54,229742,9.7,42166,0,22,26250,1,1,22,Minor,Property,Accident,Standard,Yes,0
CLM042733,18,66934,17.6,26868,0,9,47101,1,0,25,Clean,Health,Accident,Standard,No,0
CLM042734,69,221595,5.2,57830,1,2,46601,11,1,18,Clean,Travel,Damage,Basic,No,0
CLM042735,56,53138,12.8,190442,1,8,25092,0,1,16,Frequent,Life,Damage,Premium,No,1
CLM042736,52,59837,17.2,69725,0,33,11651,11,2,2,Minor,Health,Loss,Standard,Yes,0
CLM042737,73,41498,3.3,249315,3,7,15701,3,0,30,Clean,Property,Theft,Premium,Yes,0
CLM042738,29,166402,1.0,86612,1,15,21910,12,2,13,Clean,Life,Damage,Standard,Yes,1
CLM042739,36,249784,2.8,117163,1,4,49811,6,0,28,Clean,Property,Medical,Basic,Yes,1
CLM042740,44,163914,11.7,65070,0,28,38643,1,1,4,Clean,Vehicle,Loss,Standard,Yes,0
CLM042741,43,67363,3.8,37937,1,48,17778,3,0,23,Clean,Vehicle,Theft,Standard,Yes,1
CLM042742,49,212736,15.9,54361,0,26,40780,10,2,30,Minor,Travel,Loss,Premium,Yes,0
CLM042743,18,172010,18.5,47788,0,53,35094,0,1,17,Minor,Travel,Medical,Standard,Yes,0
CLM042744,62,248343,13.7,250458,0,52,47338,15,3,7,Clean,Health,Theft,Standard,Yes,0
CLM042745,76,245833,17.6,270798,3,3,33473,14,0,2,Clean,Life,Damage,Standard,Yes,1
CLM042746,70,100081,8.3,178035,2,15,14176,9,2,1,Clean,Vehicle,Medical,Premium,Yes,0
CLM042747,27,151653,0.7,289650,0,37,40977,8,1,11,Minor,Health,Theft,Basic,Yes,0
CLM042748,47,46541,15.7,54507,0,43,18965,3,1,27,Frequent,Vehicle,Loss,Basic,Yes,1
CLM042749,75,173802,16.0,154256,1,50,8866,2,0,2,Minor,Travel,Theft,Basic,Yes,1
CLM042750,76,235910,5.0,73953,1,52,28849,10,0,1,Clean,Life,Medical,Basic,No,0
CLM042751,74,184789,6.6,147888,5,0,670,4,1,1,Minor,Property,Theft,Basic,Yes,1
CLM042752,32,125544,19.0,155651,0,21,25863,2,1,5,Clean,Life,Medical,Standard,Yes,0
CLM042753,75,153577,14.1,257277,0,24,1236,13,0,13,Clean,Travel,Loss,Standard,No,1
CLM042754,18,161659,14.9,94470,5,6,6819,15,0,18,Clean,Health,Accident,Standard,Yes,0
CLM042755,79,47614,6.7,91059,1,48,32743,15,2,14,Clean,Travel,Theft,Premium,Yes,1
CLM042756,58,128897,7.1,19157,4,22,8538,10,1,16,Clean,Travel,Loss,Basic,Yes,0
CLM042757,73,123429,4.6,137784,1,22,37828,12,2,1,Minor,Life,Loss,Basic,No,1
CLM042758,41,185290,17.7,96554,2,15,41521,14,1,18,Minor,Travel,Theft,Basic,No,0
CLM042759,21,107032,12.1,271869,2,36,48175,15,0,4,Clean,Vehicle,Medical,Standard,Yes,1
CLM042760,55,43305,4.4,94455,3,4,23747,0,1,4,Clean,Vehicle,Loss,Basic,Yes,0
CLM042761,75,181081,10.7,227127,0,42,38321,19,2,1,Clean,Vehicle,Theft,Basic,Yes,1
CLM042762,78,20902,2.8,196286,0,28,32377,18,1,8,Clean,Travel,Loss,Premium,Yes,0
CLM042763,25,105061,10.0,164897,0,22,47004,14,1,14,Minor,Travel,Medical,Basic,Yes,1
CLM042764,44,54537,10.5,231715,0,49,10865,18,1,21,Minor,Property,Medical,Basic,Yes,1
CLM042765,49,142339,7.4,94458,2,34,11176,11,1,29,Frequent,Property,Theft,Standard,Yes,1
CLM042766,56,61873,19.2,9211,1,34,49842,19,1,29,Clean,Life,Medical,Standard,Yes,0
CLM042767,42,65292,7.5,29227,1,40,36446,0,4,8,Minor,Life,Loss,Basic,No,1
CLM042768,52,146675,10.7,283875,2,22,13688,5,1,3,Clean,Travel,Theft,Standard,Yes,1
CLM042769,26,225926,19.8,13124,2,28,12860,3,1,0,Clean,Property,Loss,Standard,No,0
CLM042770,75,212545,17.2,5890,1,24,32278,17,2,19,Clean,Travel,Loss,Premium,Yes,0
CLM042771,21,203006,19.5,62613,3,25,33771,3,0,30,Clean,Life,Theft,Basic,Yes,1
CLM042772,47,210743,15.3,234636,0,2,770,3,2,24,Clean,Property,Theft,Standard,Yes,0
CLM042773,34,158757,16.4,194386,1,25,33833,6,0,27,Clean,Property,Theft,Premium,Yes,0
CLM042774,25,228819,14.0,13386,0,19,14978,15,2,4,Clean,Property,Damage,Premium,Yes,0
CLM042775,67,67874,3.9,124215,2,44,33225,15,1,20,Clean,Life,Accident,Basic,Yes,0
CLM042776,23,227252,9.5,64452,0,9,43667,13,1,25,Minor,Property,Damage,Basic,No,1
CLM042777,46,85166,15.6,85189,1,32,24326,14,1,22,Clean,Vehicle,Loss,Premium,Yes,1
CLM042778,70,215388,0.8,299546,0,51,39651,12,3,17,Clean,Property,Medical,Basic,Yes,1
CLM042779,61,35251,3.8,130562,0,27,26232,17,1,15,Clean,Health,Damage,Basic,Yes,1
CLM042780,23,155231,18.3,80097,0,37,7510,2,3,2,Clean,Travel,Damage,Standard,Yes,0
CLM042781,73,133250,13.5,225897,2,59,11857,16,1,12,Clean,Property,Loss,Basic,Yes,1
CLM042782,50,124744,6.9,188910,0,5,31394,7,0,21,Clean,Property,Theft,Basic,Yes,0
CLM042783,74,246610,8.0,18251,1,4,37807,16,2,16,Clean,Travel,Theft,Standard,Yes,0
CLM042784,34,202269,12.1,242899,0,58,20133,13,2,27,Frequent,Property,Damage,Standard,No,1
CLM042785,76,205605,16.7,251564,1,0,30151,18,3,9,Clean,Life,Accident,Standard,Yes,1
CLM042786,76,103612,1.1,167537,2,31,45407,18,1,13,Minor,Health,Medical,Basic,Yes,1
CLM042787,70,231754,14.5,99107,1,59,40801,0,0,29,Clean,Life,Medical,Standard,Yes,1
CLM042788,66,246168,19.6,230461,2,2,34017,12,3,21,Minor,Property,Theft,Standard,Yes,1
CLM042789,19,61809,11.1,214664,4,54,25188,17,1,23,Clean,Life,Medical,Premium,Yes,1
CLM042790,38,116056,17.6,75868,0,53,8604,13,1,24,Frequent,Vehicle,Theft,Premium,No,1
CLM042791,26,88135,0.5,18257,0,26,6362,14,1,15,Clean,Vehicle,Accident,Standard,Yes,0
CLM042792,45,238108,9.7,169564,4,27,32059,6,1,29,Clean,Property,Theft,Premium,Yes,1
CLM042793,24,168391,3.2,36806,2,60,36194,9,2,3,Clean,Life,Damage,Standard,No,1
CLM042794,52,235622,17.0,242819,1,34,23740,15,0,10,Clean,Travel,Medical,Premium,Yes,0
CLM042795,79,227322,19.3,164840,0,36,19087,16,0,1,Clean,Vehicle,Damage,Premium,No,1
CLM042796,78,158210,4.9,99005,2,59,24690,4,1,3,Minor,Property,Medical,Basic,Yes,1
CLM042797,45,23164,8.3,173325,1,5,6330,14,1,15,Minor,Property,Accident,Standard,Yes,0
CLM042798,28,173763,1.1,77882,0,54,15854,9,1,2,Frequent,Property,Accident,Basic,No,1
CLM042799,46,138999,4.2,103999,2,26,37635,19,1,10,Minor,Life,Loss,Standard,Yes,0
CLM042800,49,234082,4.3,134221,1,44,33670,12,2,29,Clean,Life,Loss,Basic,Yes,1
CLM042801,20,100732,10.9,22961,2,4,14236,8,0,28,Clean,Life,Damage,Premium,Yes,0
CLM042802,65,75596,4.3,190348,2,45,39418,13,1,28,Clean,Property,Loss,Basic,Yes,1
CLM042803,22,208144,12.1,13705,2,22,22396,15,0,6,Frequent,Property,Accident,Standard,Yes,1
CLM042804,63,68954,9.1,229601,1,20,13481,18,1,17,Clean,Vehicle,Accident,Standard,Yes,1
CLM042805,75,67169,9.2,31618,1,42,37971,18,0,29,Clean,Vehicle,Accident,Standard,Yes,0
CLM042806,18,117507,4.4,84294,2,6,2089,6,1,14,Clean,Property,Medical,Basic,Yes,0
CLM042807,18,68672,19.9,244128,0,11,1940,6,0,22,Clean,Travel,Damage,Basic,Yes,1
CLM042808,31,232880,14.0,192484,2,34,39998,0,0,15,Minor,Travel,Loss,Basic,No,1
CLM042809,65,78231,1.8,92512,0,32,21908,5,0,24,Minor,Health,Accident,Standard,Yes,0
CLM042810,35,85936,12.0,294985,3,20,22694,18,0,16,Clean,Travel,Theft,Standard,Yes,1
CLM042811,65,71167,18.6,254742,0,55,49876,18,1,15,Clean,Health,Accident,Standard,Yes,1
CLM042812,37,126471,7.1,268844,0,57,20934,9,0,30,Clean,Property,Theft,Standard,Yes,1
CLM042813,59,30914,13.2,279267,2,24,30661,19,1,3,Clean,Vehicle,Accident,Standard,Yes,1
CLM042814,50,74726,1.1,152100,2,1,7864,6,0,6,Clean,Property,Accident,Standard,Yes,1
CLM042815,67,245329,5.1,216240,1,10,35170,4,1,17,Minor,Travel,Accident,Standard,Yes,0
CLM042816,71,207831,3.3,73726,4,1,39042,16,2,4,Frequent,Life,Accident,Basic,Yes,1
CLM042817,29,181551,4.8,252093,0,20,39954,1,2,30,Minor,Travel,Medical,Standard,Yes,1
CLM042818,56,111107,6.0,112895,3,24,4172,13,3,11,Clean,Health,Loss,Basic,Yes,1
CLM042819,47,211252,8.3,67267,0,32,19927,4,0,15,Minor,Vehicle,Loss,Premium,Yes,1
CLM042820,43,190406,18.3,92888,1,4,27313,14,2,3,Minor,Vehicle,Loss,Premium,Yes,0
CLM042821,78,141066,15.1,248923,1,0,20801,3,1,2,Clean,Health,Medical,Standard,Yes,1
CLM042822,31,37772,18.5,182298,3,23,8913,16,1,15,Clean,Property,Damage,Standard,Yes,0
CLM042823,73,63667,17.1,195304,2,38,23868,14,1,29,Clean,Travel,Damage,Basic,Yes,1
