HospitalID,HospitalName,City,HospitalType,DistanceKM,Rating,AvailableBeds,EmergencyAvailable,ConsultationFee
1172,Hospital_1172,Nagpur,Cardiac,16.6,3.5,289,No,1535
1173,Hospital_1173,Aurangabad,Orthopedic,17.58,3.9,488,Yes,651
1174,Hospital_1174,Kolhapur,General,1.73,4.4,313,No,1514
1175,Hospital_1175,Pune,Emergency,15.64,4.2,237,No,1865
1176,Hospital_1176,Nashik,Orthopedic,17.69,4.1,144,No,595
1177,Hospital_1177,Thane,Multi-Speciality,3.97,4.9,197,No,1011
1178,Hospital_1178,Nashik,Emergency,1.67,3.0,419,Yes,1044
1179,Hospital_1179,Nashik,Emergency,12.48,4.0,372,Yes,1148
1180,Hospital_1180,Kolhapur,Cardiac,19.61,2.6,82,No,407
1181,Hospital_1181,Pune,Multi-Speciality,22.13,4.0,489,Yes,1350
1182,Hospital_1182,Nashik,Children,1.86,4.9,202,No,1826
1183,Hospital_1183,Aurangabad,Emergency,16.39,3.4,317,No,1928
1184,Hospital_1184,Mumbai,Orthopedic,11.95,3.3,209,Yes,1382
1185,Hospital_1185,Nagpur,Children,9.41,2.7,121,No,340
1186,Hospital_1186,Nagpur,Cardiac,22.63,3.0,47,Yes,1122
1187,Hospital_1187,Nagpur,Cardiac,14.06,4.8,388,Yes,1738
1188,Hospital_1188,Aurangabad,Cardiac,20.58,3.4,140,Yes,1124
1189,Hospital_1189,Nashik,Multi-Speciality,9.85,4.4,205,No,1960
1190,Hospital_1190,Nagpur,Children,1.73,4.0,234,No,524
1191,Hospital_1191,Aurangabad,Children,3.3,3.7,41,No,1887
1192,Hospital_1192,Thane,Children,15.6,4.1,147,No,393
1193,Hospital_1193,Nagpur,Children,21.58,3.9,143,Yes,403
1194,Hospital_1194,Kolhapur,Multi-Speciality,23.69,3.7,420,No,765
1195,Hospital_1195,Thane,Orthopedic,2.04,4.4,91,No,516
1196,Hospital_1196,Thane,Emergency,22.64,4.4,453,No,783
1197,Hospital_1197,Pune,Multi-Speciality,7.57,3.9,0,Yes,1718
1198,Hospital_1198,Kolhapur,Multi-Speciality,14.06,4.4,216,Yes,444
1199,Hospital_1199,Aurangabad,Emergency,2.47,3.3,435,Yes,1632
1200,Hospital_1200,Kolhapur,Cardiac,11.71,3.5,406,No,400
