Customer_ID,Age,Annual_Income,Employment_Years,Credit_Score,Credit_Amount,Interest_Rate,Loan_Term_Months,Existing_Loans,Debt_to_Income_Ratio,Late_Payments,Credit_Utilization,Bank_Account_Balance,Previous_Default,Loan_Purpose,Default
C047969,37,92036,4.4,686,212537,16.38,72,1,0.776,0,0.089,437928,0,Business,0
C047970,29,184974,7.9,678,46710,12.28,48,1,0.315,1,0.631,307443,0,Home,0
C047971,32,206917,15.6,700,153071,8.11,36,0,0.496,0,0.769,460245,0,Home,1
C047972,27,79067,10.3,642,390135,7.95,24,3,0.117,2,0.865,37111,0,Home,0
C047973,40,207284,0.0,726,288381,27.79,24,1,0.485,1,0.249,382361,0,Business,0
C047974,37,28448,3.5,708,300766,15.38,24,3,0.45,0,0.315,1014,0,Personal,1
C047975,29,77719,9.3,606,178562,9.04,72,2,0.126,3,0.578,105180,0,Medical,1
C047976,67,225247,8.3,707,12025,12.76,60,2,0.569,1,0.099,395333,0,Personal,0
C047977,56,71650,11.0,644,264217,19.45,72,1,0.02,0,0.37,389709,0,Medical,0
C047978,27,106799,7.9,810,409980,10.75,36,2,0.265,1,0.645,162207,0,Education,1
C047979,68,151261,13.4,782,281419,18.27,72,3,0.125,2,0.553,148667,0,Medical,0
C047980,66,126971,6.5,734,351019,16.01,84,2,0.302,0,0.21,230113,0,Home,0
C047981,57,67600,2.4,848,232005,24.71,36,0,0.55,1,0.385,264816,0,Personal,0
C047982,35,35785,0.6,587,477862,5.71,72,2,0.377,3,0.91,328350,0,Personal,1
C047983,29,170593,8.9,679,15904,14.5,72,1,0.424,2,0.56,433826,0,Personal,0
C047984,37,82259,3.6,741,187832,22.66,60,0,0.576,0,0.575,70066,0,Medical,1
C047985,21,249294,7.9,667,57032,13.53,48,1,0.229,2,0.523,222670,0,Business,0
C047986,36,104097,7.9,621,464919,19.15,84,1,0.342,0,0.358,456880,0,Personal,1
C047987,29,62632,7.0,718,362006,22.84,60,2,0.344,3,0.55,58801,0,Home,0
C047988,42,117567,9.4,635,196727,15.17,24,3,0.53,3,0.273,470981,0,Education,1
C047989,54,240495,7.2,720,448194,21.8,60,0,0.415,0,0.285,420278,0,Auto,0
C047990,52,200383,6.3,670,443907,6.86,84,1,0.464,1,0.228,165812,0,Education,0
C047991,66,177376,15.5,587,159081,21.25,84,0,0.329,1,0.433,100759,0,Home,0
C047992,40,23369,14.8,562,35766,25.08,60,2,0.361,1,0.585,269798,0,Personal,1
C047993,68,219067,14.3,707,268364,14.57,24,2,0.429,1,0.584,440959,0,Personal,0
C047994,28,245847,7.2,739,350021,8.86,24,2,0.614,3,0.142,492715,0,Education,1
C047995,48,220292,10.8,736,447279,19.65,60,0,0.454,2,0.343,117949,0,Home,0
C047996,59,193767,15.1,646,208501,14.02,48,3,0.277,1,0.357,49482,1,Business,1
C047997,34,79819,11.8,641,190666,22.86,84,1,0.456,1,0.344,473327,1,Business,1
C047998,44,204521,6.0,606,77006,12.39,60,3,0.342,4,0.535,498640,0,Medical,1
C047999,30,31233,2.9,696,303561,8.63,48,1,0.493,1,0.254,6397,0,Business,1
C048000,62,65949,6.4,839,495993,26.67,36,0,0.405,3,0.219,184690,0,Personal,0
C048001,36,62871,1.4,648,54866,22.35,48,0,0.365,0,0.597,403189,0,Home,0
C048002,32,142280,3.4,630,156627,13.22,72,3,0.455,1,0.347,188442,0,Personal,1
C048003,67,183357,10.5,716,96275,7.04,12,4,0.411,1,0.707,446269,1,Home,1
C048004,31,202256,4.6,532,54000,8.22,36,2,0.083,0,0.472,226618,0,Home,0
C048005,47,70232,12.9,838,282146,8.73,12,3,0.219,1,0.641,410457,0,Personal,0
C048006,33,118294,0.0,773,310172,12.76,48,0,0.516,1,0.133,24236,1,Home,1
C048007,28,23588,13.0,729,103454,27.42,12,0,0.467,1,0.263,401517,0,Auto,0
C048008,54,152178,4.6,753,44106,27.21,84,2,0.106,1,0.642,285479,0,Home,0
C048009,30,25078,4.4,758,71442,5.54,24,0,0.615,2,0.323,268320,0,Medical,0
C048010,50,192189,3.3,704,112497,10.14,24,1,0.34,2,0.651,123216,1,Personal,1
C048011,40,173157,5.8,548,488402,10.39,72,2,0.041,3,0.739,225295,0,Education,0
C048012,60,160433,11.1,678,353971,16.11,48,1,0.156,0,0.886,28001,0,Home,1
C048013,50,174908,8.3,805,198866,17.32,84,2,0.172,1,0.815,465019,0,Home,0
C048014,64,160193,1.7,731,86142,19.54,84,3,0.478,4,0.626,241926,0,Personal,1
C048015,47,112299,3.5,653,391016,12.24,72,2,0.253,0,0.507,216918,0,Home,0
C048016,69,166635,0.0,651,113707,14.76,48,1,0.301,0,0.587,441944,0,Business,0
C048017,43,126056,6.6,845,144367,19.32,84,1,0.419,2,0.426,434026,0,Business,0
C048018,64,66650,3.0,741,75080,13.89,60,1,0.259,2,0.848,353633,1,Business,1
C048019,69,218539,6.5,629,135244,6.98,60,3,0.544,0,0.457,469930,0,Home,0
C048020,39,29884,14.9,717,249659,17.95,48,2,0.304,2,0.615,261342,0,Business,1
C048021,55,37197,5.9,678,115881,13.54,48,1,0.417,3,0.432,5083,0,Education,0
C048022,64,103111,6.0,697,211635,18.0,72,1,0.412,0,0.482,319438,0,Education,0
C048023,43,212994,11.3,676,310731,22.29,12,1,0.321,4,0.216,39117,0,Personal,1
C048024,51,28528,4.1,744,380325,26.28,72,1,0.401,1,0.265,158108,0,Home,0
C048025,42,76215,14.4,596,308723,13.65,84,2,0.51,0,0.378,30958,1,Personal,1
C048026,39,167081,9.9,489,230047,14.8,48,1,0.266,2,0.737,453720,0,Home,1
C048027,48,52111,4.4,723,218282,6.86,36,4,0.496,2,0.111,265005,0,Auto,0
C048028,24,184152,4.6,613,10574,25.4,72,4,0.443,1,0.141,233153,0,Auto,0
C048029,45,220512,6.6,786,366419,11.31,24,1,0.117,0,0.706,455958,0,Home,0
C048030,41,221992,9.1,708,30958,25.23,60,1,0.514,0,0.213,190749,0,Personal,1
C048031,69,117723,4.0,657,123495,7.59,72,0,0.267,4,0.097,73503,0,Business,1
C048032,56,152761,14.4,715,71668,25.49,72,1,0.53,3,0.191,197401,1,Auto,1
C048033,50,196718,8.1,634,116566,18.1,72,1,0.209,1,0.569,495604,0,Home,0
C048034,32,30536,4.8,702,380955,17.28,84,2,0.425,0,0.354,460717,0,Home,1
C048035,42,118293,1.2,686,84368,12.92,24,1,0.301,1,0.744,52844,0,Medical,1
C048036,63,200876,4.1,784,120306,27.82,48,3,0.525,1,0.343,197898,0,Personal,0
C048037,46,41303,5.3,586,367846,7.7,84,4,0.675,0,0.467,261416,0,Home,0
C048038,33,244918,0.0,671,168454,27.82,36,2,0.437,0,0.394,372992,0,Personal,1
C048039,33,194421,0.0,595,16662,9.12,84,1,0.59,2,0.765,431710,0,Medical,1
C048040,47,27182,5.8,665,276799,27.82,12,1,0.284,3,0.224,119163,0,Business,0
C048041,69,204126,10.2,566,61980,21.25,12,1,0.617,2,0.451,148706,0,Personal,0
C048042,30,35766,1.5,793,40363,24.09,60,2,0.657,0,0.28,193943,1,Home,1
C048043,67,92161,10.3,570,409248,5.04,48,1,0.349,3,0.649,30312,1,Personal,1
C048044,25,204246,3.6,692,35750,5.34,60,1,0.434,0,0.773,231319,0,Education,0
C048045,21,48338,1.8,599,236054,16.05,72,1,0.55,0,0.69,213228,0,Auto,0
C048046,61,61777,15.7,647,332998,11.22,36,1,0.172,3,0.634,36728,0,Home,0
C048047,36,195233,1.1,637,307254,16.93,12,0,0.421,3,0.891,64233,0,Home,1
C048048,56,174955,8.4,688,132038,18.47,84,1,0.27,1,0.077,406819,1,Auto,0
C048049,28,215675,12.7,788,127671,16.27,12,0,0.295,4,0.779,477611,0,Personal,0
C048050,66,117791,7.5,850,278802,16.84,12,2,0.233,3,0.286,32211,0,Home,1
C048051,50,41918,7.8,715,89477,13.22,12,2,0.233,0,0.568,163759,0,Home,0
C048052,46,141204,6.2,711,484330,25.8,84,0,0.599,2,0.248,44819,0,Business,1
C048053,69,93798,18.5,593,158054,19.5,12,1,0.296,1,0.352,261763,0,Home,0
C048054,54,149149,8.3,708,214577,20.42,84,0,0.334,0,0.4,403103,0,Home,0
C048055,67,23074,6.0,554,454000,16.8,36,4,0.599,2,0.227,51401,1,Auto,1
C048056,43,205826,8.6,685,68991,7.21,84,3,0.2,0,0.347,159802,0,Home,0
C048057,36,180629,5.0,626,272473,11.76,36,0,0.502,1,0.539,39862,0,Business,1
C048058,48,77561,5.0,777,345651,22.88,12,3,0.594,1,0.524,317127,0,Business,0
C048059,25,158605,9.4,638,158089,16.64,48,2,0.484,1,0.399,410603,0,Personal,0
C048060,54,69048,8.3,736,106917,11.06,24,1,0.376,0,0.397,486561,0,Personal,0
C048061,37,248269,2.7,654,277467,22.31,84,0,0.26,3,0.161,407301,0,Business,0
C048062,30,44753,4.5,822,465929,17.23,48,1,0.496,0,0.53,325083,0,Auto,0
C048063,32,186364,11.1,778,243993,12.15,24,3,0.633,1,0.656,413362,0,Business,1
C048064,22,212769,2.1,654,68132,14.39,24,1,0.396,1,0.651,174767,0,Auto,1
C048065,58,239408,0.4,650,25519,5.01,72,0,0.374,1,0.819,329278,0,Personal,0
C048066,52,131416,4.4,637,232036,20.37,24,1,0.02,0,0.41,380065,0,Education,0
C048067,35,76974,9.1,749,17774,21.57,72,5,0.332,0,0.125,135254,0,Education,0
C048068,36,195410,6.3,774,126682,21.44,12,1,0.426,0,0.443,304338,0,Home,0
C048069,55,210929,8.8,666,127518,23.88,84,3,0.493,1,0.259,43029,0,Business,0
C048070,23,128309,0.0,754,231122,21.3,84,0,0.484,2,0.346,402308,0,Home,0
C048071,23,187856,2.4,646,274762,20.55,72,2,0.65,2,0.648,54495,0,Education,0
C048072,56,96059,7.9,714,361510,26.5,72,1,0.33,0,0.592,293958,0,Personal,1
C048073,54,71018,15.9,647,112583,12.89,84,0,0.535,1,0.4,479504,1,Auto,0
C048074,50,200470,11.9,638,44380,9.72,48,4,0.321,0,0.883,482932,0,Auto,1
C048075,46,221106,0.0,704,72010,24.29,36,1,0.535,0,0.537,356408,1,Home,0
C048076,28,243814,5.6,608,191578,18.83,48,0,0.255,2,0.799,47532,0,Business,0
C048077,54,163698,11.9,740,358986,11.53,36,2,0.514,0,0.591,319589,0,Auto,0
C048078,30,59549,9.6,608,102846,24.24,84,0,0.304,1,0.488,334969,0,Medical,0
C048079,34,140538,3.2,655,96775,6.11,24,0,0.175,0,0.507,196094,0,Personal,0
C048080,34,55607,7.9,608,102411,21.48,72,1,0.406,1,0.231,138654,0,Business,1
C048081,37,166242,10.5,727,376864,20.42,24,3,0.509,0,0.254,234640,0,Medical,0
C048082,58,48536,0.0,679,92627,9.12,72,4,0.428,0,0.474,470215,0,Home,0
C048083,64,86154,5.1,807,272925,23.87,72,1,0.355,2,0.434,85700,0,Auto,1
C048084,47,163703,0.4,669,49085,16.9,60,1,0.254,1,0.325,276633,0,Personal,0
C048085,69,203199,7.4,631,347492,6.15,24,0,0.593,2,0.752,164803,0,Home,1
C048086,27,220094,4.2,708,320713,12.0,24,3,0.412,3,0.376,436755,0,Business,1
C048087,40,43232,8.6,532,262091,22.17,12,0,0.692,2,0.43,485030,1,Home,1
C048088,28,114801,13.8,709,378825,14.26,24,2,0.346,2,0.416,481037,0,Business,1
C048089,64,75812,2.6,744,386634,10.89,12,0,0.386,2,0.55,328291,0,Education,0
C048090,39,45594,3.3,630,169704,7.06,48,2,0.286,2,0.538,269709,1,Auto,0
C048091,34,193045,1.0,792,112597,22.88,12,3,0.439,1,0.167,422095,0,Personal,0
C048092,34,236173,14.6,588,151336,7.74,48,1,0.44,2,0.759,458570,0,Home,1
C048093,21,151514,4.7,736,428244,24.11,72,1,0.427,1,0.525,462083,0,Business,1
C048094,39,107766,5.2,576,180579,5.11,12,2,0.525,2,0.78,49094,0,Home,1
C048095,35,49081,7.0,571,29163,8.48,60,1,0.504,2,0.752,214145,0,Education,1
C048096,54,224607,4.1,745,407794,6.76,72,1,0.564,1,0.91,105593,0,Auto,1
C048097,66,61633,8.6,701,114707,14.1,84,2,0.387,2,0.748,455978,0,Personal,0
C048098,32,20699,10.7,707,183707,19.7,24,1,0.402,2,0.597,495427,1,Medical,1
C048099,29,110500,6.0,650,180272,19.86,12,3,0.474,1,0.328,209982,0,Personal,1
C048100,35,179638,9.6,687,95568,21.24,84,6,0.119,1,0.393,219758,0,Auto,0
C048101,34,230791,2.7,684,6778,6.31,84,2,0.186,0,0.277,216669,0,Education,0
C048102,61,242627,12.3,719,424207,24.46,24,1,0.608,0,0.364,494111,1,Personal,1
C048103,29,29828,3.4,681,425286,9.29,84,3,0.437,1,0.527,116632,0,Personal,1
C048104,64,59675,7.5,771,161569,13.64,12,0,0.366,0,0.145,467654,0,Home,0
C048105,50,156936,10.6,782,480670,15.02,60,1,0.211,1,0.397,116953,0,Personal,0
C048106,51,86482,5.7,755,421732,18.63,12,2,0.561,1,0.25,212423,0,Personal,0
C048107,48,163147,12.0,653,443872,22.02,60,2,0.454,1,0.352,279930,0,Personal,1
C048108,64,62453,4.7,622,110201,9.73,24,1,0.313,1,0.68,375442,1,Home,1
C048109,21,158365,0.1,713,386676,16.07,24,1,0.224,2,0.056,120897,0,Home,0
C048110,64,182751,7.0,789,340403,24.59,72,2,0.261,0,0.207,404131,1,Business,1
C048111,43,23323,6.8,615,487284,20.06,84,2,0.713,0,0.421,462546,0,Personal,1
C048112,56,53353,10.5,589,138232,12.69,48,1,0.825,3,0.252,344760,0,Home,1
C048113,67,107669,7.1,675,409068,23.96,48,1,0.601,3,0.386,249681,0,Personal,1
C048114,36,188330,12.2,850,188130,16.72,36,0,0.251,2,0.459,346731,0,Personal,0
C048115,33,202912,5.2,673,368655,26.97,36,0,0.623,0,0.412,458431,1,Personal,1
C048116,44,18750,12.9,627,474110,10.65,60,2,0.4,0,0.625,93648,0,Business,1
C048117,40,135354,11.2,690,167460,6.54,12,0,0.433,1,0.56,284781,0,Business,1
C048118,24,28778,2.5,661,141812,22.37,24,0,0.595,1,0.461,221742,0,Home,1
C048119,24,18499,7.5,526,325083,27.24,12,0,0.301,2,0.615,133205,0,Education,1
C048120,51,107985,6.2,689,82725,7.47,84,1,0.537,2,0.501,480735,0,Business,1
C048121,24,241285,15.3,708,299605,27.9,12,0,0.446,4,0.33,34231,0,Personal,1
C048122,47,249429,16.8,649,462628,22.85,24,2,0.175,4,0.662,473326,0,Auto,1
C048123,21,122148,6.1,560,288213,24.6,24,1,0.474,0,0.665,39008,0,Home,0
C048124,66,194407,9.3,765,83654,9.72,12,2,0.322,4,0.317,193959,0,Auto,0
C048125,22,197300,4.3,757,105661,10.97,84,1,0.497,2,0.307,180108,0,Home,0
C048126,48,132762,3.4,570,359834,20.67,48,0,0.55,1,0.353,29238,0,Business,0
C048127,27,127651,4.6,605,200607,6.42,12,3,0.454,1,0.319,24866,0,Auto,1
C048128,26,217653,12.4,631,348020,8.19,24,2,0.384,5,0.463,11184,0,Medical,1
C048129,45,34970,9.1,752,148093,24.17,36,0,0.196,2,0.157,46861,0,Home,0
C048130,55,176804,0.0,707,341437,20.25,24,2,0.348,0,0.464,298798,0,Home,1
C048131,44,184175,3.3,631,451562,19.06,60,2,0.354,1,0.424,14793,0,Auto,1
C048132,67,115608,8.7,744,131057,9.18,60,1,0.405,1,0.452,22733,0,Personal,0
C048133,28,66424,11.8,730,283114,26.72,60,4,0.218,0,0.293,239658,0,Personal,0
C048134,46,183607,7.0,668,338571,21.8,12,2,0.171,3,0.409,303734,0,Home,1
C048135,43,19574,10.4,766,216097,26.24,84,0,0.477,3,0.589,411267,0,Business,0
C048136,65,161243,0.4,787,486827,19.74,24,1,0.136,1,0.43,251670,0,Home,1
C048137,60,150045,15.6,665,466330,25.94,24,0,0.449,1,0.45,215606,0,Personal,1
C048138,25,244233,7.8,654,247297,23.83,72,0,0.423,3,0.873,213213,0,Home,0
C048139,30,29776,3.4,579,283222,16.55,48,1,0.598,1,0.402,179898,0,Personal,0
C048140,43,96231,12.2,850,99251,18.45,36,5,0.337,1,0.329,310005,0,Home,0
C048141,56,189515,5.7,789,72468,27.54,48,1,0.398,1,0.547,51461,0,Business,1
C048142,55,48656,18.7,695,440701,15.0,84,1,0.621,0,0.15,32743,0,Personal,0
C048143,26,233745,5.4,629,446032,11.84,48,1,0.204,3,0.489,311980,0,Home,1
C048144,59,95689,9.6,685,190093,27.9,72,4,0.474,1,0.662,406211,0,Education,1
C048145,56,174339,5.8,528,443030,8.58,60,4,0.022,0,0.422,81748,0,Personal,1
C048146,44,176143,3.8,650,92018,20.31,36,1,0.694,0,0.074,252118,0,Home,1
C048147,22,196754,8.9,611,20410,12.2,60,1,0.598,1,0.645,405807,0,Business,0
C048148,57,198237,6.4,728,195276,9.8,60,1,0.372,0,0.229,189046,0,Business,1
C048149,31,167549,9.3,713,295922,13.42,72,2,0.483,2,0.329,406246,0,Education,0
C048150,29,154404,4.7,708,328078,19.99,72,0,0.381,3,0.524,297795,0,Medical,1
C048151,27,23925,2.8,769,366455,20.81,36,1,0.434,2,0.471,199200,0,Education,1
C048152,52,138659,12.5,672,218170,24.47,24,1,0.647,0,0.398,50953,0,Education,0
C048153,64,98685,5.3,715,11075,21.53,36,2,0.495,0,0.106,357640,0,Home,0
C048154,54,120990,10.2,721,448456,6.02,36,1,0.199,0,0.66,3301,0,Personal,0
C048155,59,147020,14.6,655,28180,6.18,24,1,0.443,1,0.347,207901,0,Home,0
C048156,55,236166,2.6,551,425548,26.97,24,4,0.657,3,0.232,388702,1,Education,1
C048157,34,72918,15.4,711,491848,23.16,72,1,0.147,3,0.23,246573,0,Home,1
C048158,56,172829,3.8,621,495499,27.14,48,0,0.401,1,0.605,2635,0,Medical,1
C048159,45,173145,2.3,605,302507,9.86,72,0,0.784,1,0.442,251975,0,Home,1
C048160,42,235809,7.1,677,385483,21.71,36,4,0.604,0,0.179,455312,0,Business,1
C048161,65,156793,12.4,823,493345,18.19,60,2,0.513,2,0.382,344346,0,Auto,0
C048162,22,29913,1.4,655,329193,27.78,60,0,0.379,1,0.681,335333,0,Home,1
C048163,44,114028,0.0,629,35863,10.73,48,1,0.616,5,0.282,4791,0,Personal,1
C048164,41,70154,6.8,570,487659,11.15,12,3,0.36,3,0.26,98332,0,Business,1
C048165,39,165953,6.4,834,254222,14.7,48,0,0.177,0,0.906,386272,0,Medical,1
C048166,46,56620,0.7,672,180296,13.17,60,1,0.536,0,0.298,29665,0,Home,0
C048167,26,119899,9.2,689,274724,25.2,60,2,0.639,1,0.394,236313,0,Auto,1
C048168,36,106092,1.0,620,432509,6.12,84,1,0.438,1,0.617,469541,0,Personal,1
C048169,44,64453,3.0,669,350898,11.18,60,2,0.344,1,0.519,68078,1,Business,0
C048170,47,87457,10.9,745,230183,10.33,84,0,0.764,0,0.286,268544,1,Personal,1
C048171,69,70985,6.3,683,205415,15.36,48,0,0.554,2,0.592,483098,0,Personal,1
C048172,65,58189,4.6,652,25281,21.78,24,4,0.603,1,0.695,16458,0,Education,0
C048173,60,237273,8.7,634,462049,21.88,36,2,0.129,2,0.375,270470,0,Personal,1
C048174,33,226077,10.9,746,38936,7.04,12,2,0.662,4,0.332,116858,0,Medical,0
C048175,31,151687,6.3,721,199749,6.17,36,4,0.35,2,0.481,291853,0,Medical,0
C048176,68,39716,14.4,735,155598,27.52,72,0,0.523,2,0.407,422534,0,Personal,0
C048177,47,188905,2.7,762,205991,27.8,24,3,0.223,0,0.601,12605,1,Auto,1
C048178,44,114315,2.1,703,168282,14.35,72,0,0.367,1,0.836,388153,0,Personal,1
C048179,26,107015,2.6,772,202458,20.53,48,3,0.394,1,0.617,262288,0,Personal,0
C048180,38,148169,7.3,714,398437,11.62,24,1,0.612,1,0.273,313721,0,Education,0
C048181,45,66895,4.7,820,90036,26.48,84,4,0.388,1,0.145,201999,0,Medical,0
C048182,32,36022,6.1,802,64146,27.22,12,0,0.223,0,0.56,348285,0,Education,0
C048183,29,108016,16.8,759,305152,16.5,36,2,0.179,2,0.402,134757,0,Auto,0
C048184,39,74487,0.0,627,294449,6.66,72,1,0.317,2,0.133,198749,1,Personal,1
C048185,49,239888,2.5,732,463968,12.67,24,1,0.593,0,0.78,208309,1,Home,1
C048186,45,116801,8.5,693,466027,20.41,60,1,0.377,2,0.215,435054,0,Home,0
C048187,29,96306,6.6,772,248780,17.7,60,3,0.308,2,0.431,363630,1,Education,1
C048188,27,35212,7.5,749,458991,19.78,36,0,0.154,2,0.34,240357,0,Education,1
C048189,28,248361,11.1,620,226064,13.82,24,2,0.465,1,0.353,390148,1,Home,0
C048190,55,206454,3.4,703,111405,24.27,84,4,0.668,2,0.483,256334,0,Education,1
C048191,23,67895,5.2,718,305501,13.81,84,1,0.523,0,0.488,95804,0,Auto,0
C048192,44,93984,5.4,694,152131,13.06,36,1,0.7,0,0.438,231539,0,Business,0
C048193,42,148796,17.8,644,282750,21.8,36,1,0.245,2,0.285,26507,0,Home,0
C048194,25,245133,2.1,695,216307,26.78,36,1,0.429,3,0.812,270137,0,Auto,1
C048195,33,134134,4.0,799,36101,11.94,12,3,0.114,1,0.621,152794,0,Home,0
C048196,32,156957,7.2,656,115462,8.47,84,2,0.307,2,0.219,399217,0,Medical,1
C048197,36,61136,3.9,627,181344,8.04,84,1,0.536,1,0.55,363435,0,Business,1
C048198,44,47689,3.1,725,309326,22.3,84,1,0.4,1,0.27,115653,0,Medical,1
C048199,50,157693,13.8,615,479290,9.72,72,1,0.37,0,0.53,323397,0,Home,1
C048200,36,21654,7.0,604,322162,9.41,12,1,0.085,1,0.301,121312,0,Medical,0
C048201,26,29333,13.6,635,122270,27.83,24,3,0.283,0,0.589,359622,0,Home,1
C048202,25,202183,5.7,567,401196,13.26,24,0,0.641,0,0.403,146509,0,Education,1
C048203,55,87309,0.0,655,380217,6.73,48,2,0.305,1,0.424,25302,0,Home,0
C048204,46,22477,0.0,655,86864,26.12,36,2,0.237,1,0.212,254179,0,Auto,0
C048205,48,186840,8.8,729,212748,5.46,60,5,0.202,0,0.246,137385,0,Medical,0
C048206,39,162816,0.0,695,113803,12.9,36,0,0.553,1,0.478,57252,0,Home,0
C048207,53,45046,9.0,654,478457,16.2,12,2,0.597,1,0.345,95091,0,Home,1
C048208,47,243128,4.9,633,176293,16.79,72,0,0.392,0,0.775,333820,0,Personal,0
C048209,21,172025,6.8,497,457087,15.43,12,0,0.293,1,0.711,109258,0,Personal,0
C048210,26,67751,10.7,667,262698,18.36,36,3,0.335,2,0.564,330235,0,Business,0
C048211,39,70250,16.5,715,121652,13.14,48,1,0.416,0,0.165,441829,0,Education,0
C048212,62,156618,0.0,672,76368,6.11,48,1,0.281,0,0.808,232237,0,Medical,1
C048213,52,134901,10.2,754,390244,11.67,72,1,0.409,2,0.351,13262,0,Home,0
C048214,41,66498,10.4,701,49737,6.72,48,1,0.246,4,0.485,379734,0,Medical,0
C048215,52,25746,12.5,645,497493,7.5,12,3,0.437,0,0.517,285350,0,Personal,1
C048216,40,109514,1.9,727,348948,24.18,84,1,0.638,2,0.758,31999,0,Education,1
C048217,32,182447,3.7,593,267648,10.57,72,4,0.273,2,0.228,196472,0,Home,0
C048218,34,219499,9.9,699,404995,5.29,72,2,0.345,0,0.392,406927,0,Home,0
C048219,37,69345,1.4,683,160637,13.86,12,1,0.482,3,0.29,247409,0,Personal,1
C048220,59,228109,5.1,505,494804,5.41,60,0,0.43,2,0.243,476820,0,Auto,1
C048221,42,166719,10.9,733,430108,10.79,72,1,0.517,1,0.658,19985,0,Home,1
C048222,56,50526,11.8,679,154720,5.76,48,2,0.184,1,0.478,186305,1,Auto,0
C048223,51,144502,7.5,688,57355,24.08,84,2,0.744,2,0.125,117691,0,Home,0
C048224,49,127043,3.9,670,229570,14.73,72,0,0.508,1,0.447,70942,1,Business,1
C048225,54,200729,6.5,749,31362,15.48,48,4,0.373,4,0.326,175839,0,Medical,0
C048226,55,165881,0.0,736,94268,5.76,24,0,0.371,1,0.298,390679,0,Auto,0
C048227,40,169220,9.7,720,479457,13.22,72,0,0.655,0,0.208,282671,0,Home,1
C048228,52,229427,4.1,625,437561,15.27,84,1,0.214,1,0.751,445385,0,Personal,0
C048229,62,37848,4.3,726,57502,25.41,72,0,0.079,4,0.423,87974,0,Home,0
C048230,57,78016,2.6,658,265326,14.95,60,2,0.494,3,0.615,81100,0,Home,1
C048231,51,30803,10.9,653,454729,6.33,12,1,0.595,0,0.314,357130,0,Home,1
C048232,39,50659,4.9,747,128114,18.17,84,1,0.294,0,0.209,87012,0,Education,0
C048233,58,192706,14.9,584,473160,19.8,24,0,0.445,2,0.357,484554,1,Auto,1
C048234,40,244502,7.5,688,360806,5.14,72,1,0.314,0,0.593,184534,0,Education,0
C048235,46,185879,5.1,657,423978,17.9,60,3,0.537,2,0.469,262843,0,Business,1
C048236,58,203173,7.6,757,250825,27.82,48,1,0.227,2,0.316,445400,0,Home,0
C048237,59,62794,11.0,611,17580,6.92,36,1,0.321,1,0.611,109721,0,Home,1
C048238,28,83235,5.2,546,349374,21.75,36,0,0.348,2,0.597,428398,0,Home,1
C048239,45,85429,9.6,825,405972,14.41,48,1,0.342,3,0.684,160866,1,Education,1
C048240,43,18990,7.4,537,123385,17.48,72,1,0.551,1,0.417,392613,1,Auto,1
C048241,40,142896,11.9,706,432313,8.62,60,0,0.03,0,0.689,223810,1,Auto,0
C048242,27,114070,3.9,717,92562,14.57,24,2,0.268,1,0.595,477028,0,Auto,1
C048243,31,212159,7.9,820,286542,13.22,72,3,0.254,1,0.654,155907,0,Personal,0
C048244,47,123981,4.2,769,484815,20.42,48,1,0.242,1,0.643,477917,0,Auto,0
C048245,67,74615,8.0,679,259430,22.99,48,0,0.496,1,0.486,335158,1,Auto,1
C048246,38,188785,12.5,767,9616,19.67,24,4,0.438,2,0.736,424319,1,Medical,0
C048247,49,152381,5.4,756,89307,6.42,72,1,0.243,0,0.375,82666,0,Personal,0
C048248,57,24848,0.8,686,48148,26.06,36,1,0.095,0,0.44,343492,0,Personal,0
C048249,60,212529,3.9,784,286983,8.12,24,0,0.508,2,0.485,46042,0,Business,0
C048250,26,190885,11.6,588,349665,14.37,60,2,0.116,1,0.066,86107,0,Personal,1
C048251,27,37859,4.6,650,23165,9.05,36,2,0.315,1,0.764,254694,0,Medical,0
C048252,21,128016,6.1,733,249888,26.86,12,2,0.318,1,0.286,192590,0,Home,1
C048253,29,54229,7.0,483,73973,22.05,84,2,0.505,2,0.343,498756,0,Home,0
C048254,49,70921,1.1,547,253272,15.19,84,3,0.456,1,0.537,169173,0,Home,1
C048255,36,171770,6.6,714,139172,16.87,48,2,0.647,3,0.6,42854,0,Personal,0
C048256,43,103301,15.2,780,229937,10.14,60,1,0.233,1,0.144,288634,0,Business,0
C048257,43,232700,8.1,623,291885,15.26,24,3,0.02,1,0.634,362206,0,Auto,0
C048258,58,67179,7.6,670,208843,16.38,24,1,0.19,3,0.427,377528,0,Home,0
C048259,54,49976,8.0,720,235452,8.94,12,2,0.291,1,0.319,459414,0,Home,0
C048260,23,144619,8.6,637,74287,12.85,72,1,0.393,1,0.234,204533,0,Personal,0
C048261,63,229940,2.4,531,290992,11.26,24,2,0.728,3,0.394,454886,0,Education,1
C048262,28,165975,16.3,647,146819,11.64,24,1,0.194,2,0.526,178263,0,Home,0
C048263,46,142411,1.4,773,365669,15.77,72,0,0.274,1,0.063,297402,0,Medical,1
C048264,39,104802,14.0,689,197850,5.62,48,2,0.652,4,0.576,85455,0,Education,1
C048265,50,156549,5.2,836,277567,22.77,84,1,0.284,0,0.631,25726,0,Auto,0
C048266,48,138104,10.9,733,245662,5.92,60,0,0.28,1,0.556,304584,0,Auto,1
